# Atmospheric Carbon Dioxide Record from Mauna Loa (1958-2008)
# Keeling, R. F., Piper, S. C., Bollenbacher, A. F., and Walker, J. S. Atmospheric Carbon Dioxide Record from Mauna Loa (1958-2008). United States: N. p., 2009. Web. doi:10.3334/CDIAC/atg.035.
# Year CO2_PPMV
2.005916666666666742e+03 3.800400000000000205e+02
2.006000000000000000e+03 3.813799999999999955e+02
2.006083333333333258e+03 3.820299999999999727e+02
2.006166666666666742e+03 3.826399999999999864e+02
2.006250000000000000e+03 3.846200000000000045e+02
2.006333333333333258e+03 3.849499999999999886e+02
2.006416666666666742e+03 3.840600000000000023e+02
2.006500000000000000e+03 3.822900000000000205e+02
2.006583333333333258e+03 3.804700000000000273e+02
2.006666666666666742e+03 3.786700000000000159e+02
2.006750000000000000e+03 3.790600000000000023e+02
2.006833333333333258e+03 3.801399999999999864e+02
2.006916666666666742e+03 3.817400000000000091e+02
2.007000000000000000e+03 3.824499999999999886e+02
2.007083333333333258e+03 3.836800000000000068e+02
2.007166666666666742e+03 3.842300000000000182e+02
2.007250000000000000e+03 3.862599999999999909e+02
2.007333333333333258e+03 3.863899999999999864e+02
2.007416666666666742e+03 3.858700000000000045e+02
2.007500000000000000e+03 3.843899999999999864e+02
2.007583333333333258e+03 3.817799999999999727e+02
2.007666666666666742e+03 3.807300000000000182e+02
2.007750000000000000e+03 3.808100000000000023e+02
2.007833333333333258e+03 3.823299999999999841e+02
2.007916666666666742e+03 3.836899999999999977e+02
2.008000000000000000e+03 3.850699999999999932e+02
2.008083333333333258e+03 3.857200000000000273e+02
2.008166666666666742e+03 3.858500000000000227e+02
2.008250000000000000e+03 3.867099999999999795e+02
2.008333333333333258e+03 3.884499999999999886e+02
2.008416666666666742e+03 3.876399999999999864e+02
2.008500000000000000e+03 3.861000000000000227e+02
2.008583333333333258e+03 3.839499999999999886e+02
2.008666666666666742e+03 3.829100000000000250e+02
2.008750000000000000e+03 3.827300000000000182e+02
2.008833333333333258e+03 3.839599999999999795e+02
2.008916666666666742e+03 3.850199999999999818e+02
